"Name","Dragon.Year","Sex","Time.in.pop","AgeClass","ActiveFungus","InfectedDensity.Annual","Name2"
"Jafar",2017,"Male",486.315789473684,"Adult",0,0.000135873295420769,"Jafar"
"Jago",2017,"Male",929,"Adult",0,0.0002195064305255,"Jago"
"Jamie",2017,"Male",2295.10344827586,"Adult",0,0.000275996105085111,"Jamie"
"Jane",2017,"Female",92.3333333333333,"Juvenile",0,2.82271927193736e-06,"Jane"
"Jany",2017,"Female",23.8888888888889,"Juvenile",0,0.000204196830253627,"Jany"
"Jason",2017,"Male",809.284210526316,"Adult",0,0.000308601967545245,"Jason"
"Jaya",2017,"Female",230.518518518519,"Adult",0,7.54323761105035e-05,"Jaya"
"Joy",2017,"Female",592.032258064516,"Adult",0,4.29760763062173e-06,"Joy"
"Judge",2017,"Male",2329.14545454545,"Adult",0,1.04176820492999e-09,"Judge"
"Judy",2017,"Female",2257.37777777778,"Adult",0,1.79534791824674e-05,"Judy"
"Juno",2017,"Female",994.171428571429,"Juvenile",0,0.000226274018275607,"Juno"
"Kaa",2017,"Female",2180,"Juvenile",0,8.09850032565851e-06,"Kaa"
"Karin",2017,"Female",1726.99305555556,"Adult",0,4.92206478996553e-05,"Karin"
"Kermit",2017,"Female",129.6,"Adult",0,0.000545072296821456,"Kermit"
"Kiah",2017,"Female",933.547619047619,"Adult",0,6.84319266503079e-07,"Kiah"
"Kiara",2017,"Female",1658.73333333333,"Juvenile",0,0.000445525536019533,"Kiara"
"Kiarash",2017,"Male",1366.25454545455,"Adult",0,3.55344130059112e-05,"Kiarash"
"Kiwi",2017,"Female",79.2,"Juvenile",0,0.000238955431115614,"Kiwi"
"Kuzco",2017,"Male",591.066666666667,"Adult",0,2.15866309150873e-07,"Kuzco"
"Lagertha",2017,"Female",200.875,"Juvenile",0,6.50529700213412e-05,"Lagertha"
"Lee",2017,"Male",213.074074074074,"Juvenile",0,0.00020127010179705,"Lee"
"Lexa",2017,"Female",36.8333333333333,"Juvenile",0,4.71117803475307e-05,"Lexa"
"Lilo",2017,"Female",274.666666666667,"Juvenile",0,0.000232165113916961,"Lilo"
"Little",2017,"Female",815,"Adult",0,6.03828769751533e-08,"Little"
"Llum",2017,"Female",815.359550561798,"Adult",0,0.000104968889291629,"Llum"
"Loopy",2017,"Female",813.980769230769,"Adult",0,8.77552689027592e-05,"Loopy"
"Loretta",2017,"Female",2296.23255813953,"Juvenile",0,0.000198996972091142,"Loretta"
"Luigi",2017,"Male",2251.32173913043,"Juvenile",0,4.11495339033467e-05,"Luigi"
"Lurdes",2017,"Female",277.25,"Juvenile",0,4.67844467269911e-05,"Lurdes"
"Macadamia",2017,"Male",224,"Adult",0,0.000255851151161529,"Macadamia"
"Macadamia",2017,"Male",7,"Juvenile",0,0.000290736654614954,"Macadamia"
"Magdelaine",2017,"Male",475.820895522388,"Adult",0,0.000167600675763222,"Magdelaine"
"Magnolia",2017,"Male",265.647058823529,"Juvenile",0,0.000120205424732347,"Magnolia"
"Mango",2017,"Female",2254.48717948718,"Juvenile",0,1.82557390142133e-05,"Mango"
"Marian",2017,"Female",859.219512195122,"Adult",0,1.85055419132382e-05,"Marian"
"Marina",2017,"Female",174.75,"Juvenile",0,0.000104062834695591,"Marina"
"Marley",2017,"Male",764.333333333333,"Adult",0,0.000286169704247457,"Marley"
"Marzipan",2017,"Female",1450.93103448276,"Adult",0,5.32323717495462e-05,"Marzipan"
"Meaty",2017,"Male",2263.2,"Adult",0,0,"Meaty"
"Mercury",2017,"Female",730.6,"Adult",0,9.24394961191389e-08,"Mercury"
"Merlin",2017,"Male",1331.5,"Adult",0,0.000311079142409644,"Merlin"
"Merlin",2017,"Male",1455,"Adult",1,8.67386100831804e-05,"Merlin"
"Merola",2017,"Female",216.869565217391,"Adult",0,9.32962247012054e-05,"Merola"
"Merola",2017,"Female",22.3333333333333,"Juvenile",0,2.49736193415327e-05,"Merola"
"Mia",2017,"Female",842.5,"Adult",0,4.57502045130275e-06,"Mia"
"Michal",2017,"Female",1723.7,"Adult",0,0.000393602457390775,"Michal"
"Milkyway",2017,"Male",240.272727272727,"Adult",0,8.45810729446493e-06,"Milkyway"
"Milkyway",2017,"Male",41.8888888888889,"Juvenile",0,0,"Milkyway"
"Minerva",2017,"Female",315.758620689655,"Juvenile",0,0.000273424911298668,"Minerva"
"Minnie",2017,"Female",776.151515151515,"Juvenile",0,0.000138305006028194,"Minnie"
"Moana",2017,"Female",257.125,"Adult",0,0.000234679874935891,"Moana"
"Moana",2017,"Female",24.1428571428571,"Juvenile",0,0.000268207036736621,"Moana"
"Molly",2017,"Female",2306.85333333333,"Juvenile",0,0.000305214021197349,"Molly"
"Monserrat",2017,"Female",242.780821917808,"Juvenile",0,1.45721727477392e-05,"Monserrat"
"Mouse",2017,"Female",62.6,"Adult",0,0.000175533771639785,"Mouse"
"Mowgli",2017,"Male",871.1,"Adult",0,0.00025132321125629,"Mowgli"
"Muffin",2017,"Female",2214.85950413223,"Adult",0,8.40705234051691e-05,"Muffin"
"Mystery",2017,"Female",660.375,"Juvenile",0,4.48956834216151e-06,"Mystery"
"Nala",2017,"Female",951,"Adult",0,1.1949282235823e-06,"Nala"
"Needle",2017,"Female",199.5,"Juvenile",0,3.9937842437646e-06,"Needle"
"Neville",2017,"Male",92.5,"Adult",0,0.000393862304676747,"Neville"
"Nieve",2017,"Female",18.25,"Juvenile",0,1.84857222571188e-06,"Nieve"
"Norri",2017,"Female",2,"Juvenile",0,1.35710767067421e-08,"Norri"
"Nugget",2017,"Female",1239.4,"Juvenile",0,0,"Nugget"
"ObiWan",2017,"Male",669,"Adult",0,0.000262046727715764,"ObiWan"
"Ocean",2017,"Female",854.333333333333,"Adult",0,3.98845295008552e-06,"Ocean"
"Oliver",2017,"Male",1592.2,"Adult",0,0,"Oliver"
"Oregano",2017,"Male",262.619047619048,"Adult",0,9.60977099261638e-05,"Oregano"
"Palkana",2017,"Female",975.070422535211,"Adult",0,0.000478937172706417,"Palkana"
"Pancake",2017,"Female",2217.04938271605,"Adult",0,0.000248393436443788,"Pancake"
"Panchito",2017,"Male",244,"Juvenile",0,0.000202706749379597,"Panchito"
"Pandanus",2017,"Female",197.916666666667,"Juvenile",0,3.62044802735456e-05,"Pandanus"
"Papallona",2017,"Female",180.4,"Adult",0,3.53211050161738e-06,"Papallona"
"Papallona",2017,"Female",18.5,"Juvenile",0,0,"Papallona"
"Paqueratte",2017,"Female",1608.54761904762,"Juvenile",0,0,"Paqueratte"
"Parsley",2017,"Female",302.6,"Adult",0,0.000341980090158664,"Parsley"
"Parsley",2017,"Female",51,"Juvenile",0,0.000367652665021368,"Parsley"
"Paul",2017,"Male",2180.05,"Adult",0,0.000379082065521687,"Paul"
"Peacan",2017,"Female",2211.45833333333,"Adult",0,6.58326342693154e-05,"Peacan"
"Peaches",2017,"Female",2268.14772727273,"Adult",0,8.1013860589411e-07,"Peaches"
"Pear",2017,"Female",1697.06106870229,"Juvenile",0,0.000471232864822945,"Pear"
"Peleona",2017,"Male",175.714285714286,"Juvenile",0,8.00856074820333e-05,"Peleona"
"Penguin",2017,"Female",285.333333333333,"Adult",0,5.27647378179715e-05,"Penguin"
"Pep",2017,"Male",316,"Adult",0,5.50177243483903e-05,"Pep"
"Percy",2017,"Female",52.5,"Juvenile",0,0.00030077365069434,"Percy"
"Pesto",2017,"Male",147.869565217391,"Juvenile",0,0,"Pesto"
"Phobos",2017,"Female",974.923076923077,"Adult",0,4.41091992847614e-05,"Phobos"
"Piglet",2017,"Male",462,"Adult",0,0.000309900968146662,"Piglet"
"Pijamas",2017,"Male",411.862068965517,"Adult",0,0.000257457890316771,"Pijamas"
"Pijamas",2017,"Male",175.088235294118,"Juvenile",0,0.000289052470552376,"Pijamas"
"Pikachu",2017,"Male",202.588235294118,"Juvenile",0,0.000117977781512795,"Pikachu"
"Pillastre",2017,"Female",334.925925925926,"Adult",0,0.000264200416966478,"Pillastre"
"Piran",2017,"Female",1002.35294117647,"Adult",0,1.16152801188412e-05,"Piran"
"Pistatxo",2017,"Male",1545.75,"Adult",0,0.0003944200178318,"Pistatxo"
"Pistatxo",2017,"Male",1724.77777777778,"Adult",1,0.000299066816086463,"Pistatxo"
"Pixie",2017,"Female",2250.36923076923,"Juvenile",0,0.000254564769831682,"Pixie"
"Pocket",2017,"Male",246.391304347826,"Adult",0,0.000304461780927442,"Pocket"
"Pocket",2017,"Male",31.6,"Juvenile",0,0.000418557958283931,"Pocket"
"Polly",2017,"Female",1654.87692307692,"Juvenile",0,0.00010590630906133,"Polly"
"Posidonia",2017,"Female",682.416666666667,"Juvenile",0,0.000280380826132621,"Posidonia"
"Potato",2017,"Male",1697.90322580645,"Adult",0,6.41670053016211e-05,"Potato"
"Punk",2017,"Female",270.545454545455,"Juvenile",0,0.000140885988223633,"Punk"
"Puppet",2017,"Male",2319.9387755102,"Adult",0,2.34752848208747e-05,"Puppet"
"Rae",2017,"Female",256.75,"Adult",0,1.30635921487895e-05,"Rae"
"Rae",2017,"Female",13,"Juvenile",0,0,"Rae"
"Rafiki",2017,"Male",851.355555555556,"Adult",1,0.000420161892294994,"Rafiki"
"Rain",2017,"Female",987.847222222222,"Juvenile",0,0.000267477966223113,"Rain"
"Rainbow",2017,"Female",894.545454545455,"Juvenile",0,8.1015398364871e-05,"Rainbow"
"Rajah",2017,"Male",428.310344827586,"Adult",0,8.33935984847595e-05,"Rajah"
"Rajah",2017,"Male",184.648648648649,"Juvenile",0,2.60609864966302e-05,"Rajah"
"Raksha",2017,"Male",200.666666666667,"Juvenile",0,0.000335079144168766,"Raksha"
"Random",2017,"Male",544.6,"Adult",0,1.97962959605946e-05,"Random"
"Raven",2017,"Female",468.594594594595,"Adult",0,0.000196045227781441,"Raven"
"Riana",2017,"Female",1631.9756097561,"Adult",0,1.85388798424869e-05,"Riana"
"Ripper",2017,"Male",1226.63157894737,"Adult",0,0.000275787658371815,"Ripper"
"Ripper",2017,"Male",1364.14285714286,"Adult",1,0.000167286335616764,"Ripper"
"Rosabel",2017,"Female",43.5,"Juvenile",0,0.000265998325466165,"Rosabel"
"Salshot",2017,"Female",810.315068493151,"Juvenile",0,7.04910982386651e-07,"Salshot"
"Sansa",2017,"Female",1676.21212121212,"Juvenile",0,2.88184945841428e-05,"Sansa"
"Sardine",2017,"Female",237.666666666667,"Juvenile",0,2.34474026151194e-06,"Sardine"
"Saturn",2017,"Female",888.4,"Juvenile",0,6.66928906633806e-06,"Saturn"
"Sawyer",2017,"Male",2230.75362318841,"Adult",0,5.25976575378507e-07,"Sawyer"
"Scoobydoo",2017,"Male",293.344827586207,"Juvenile",0,6.79769931112481e-05,"Scoobydoo"
"Scout",2017,"Male",2222.66666666667,"Adult",0,0.000266442502039162,"Scout"
"Seal",2017,"Female",7.5,"Juvenile",0,0.000397907396722345,"Seal"
"Seb",2017,"Male",2205.27906976744,"Adult",0,5.0020140551717e-05,"Seb"
"Sebastian",2017,"Male",374,"Adult",0,3.84312154998252e-05,"Sebastian"
"Shirley",2017,"Female",702.5,"Juvenile",0,0,"Shirley"
"Sneezy",2017,"Male",138.4,"Juvenile",0,0.000268186537394183,"Sneezy"
"Spears",2017,"Female",1665.12328767123,"Adult",0,0.000470299497398029,"Spears"
"Spiderman",2017,"Male",894.209302325581,"Adult",0,0.000307857312149976,"Spiderman"
"Spy",2017,"Male",586.351851851852,"Adult",0,2.52822875244897e-05,"Spy"
"Squirtle",2017,"Male",339.866666666667,"Juvenile",0,0.000200568813937847,"Squirtle"
"Stella",2017,"Female",50.4285714285714,"Adult",0,0.000352540520742319,"Stella"
"Stitch",2017,"Female",43.5,"Juvenile",0,5.38746954693734e-05,"Stitch"
"Strawberry",2017,"Female",548.263157894737,"Juvenile",0,1.42172343968991e-05,"Strawberry"
"Sunbird",2017,"Female",1233.875,"Juvenile",0,0.000284809520920498,"Sunbird"
"Sunflower",2017,"Female",32.3333333333333,"Juvenile",0,0.000184806096084609,"Sunflower"
"Surf",2017,"Female",1022.45901639344,"Adult",0,0.000261949841332521,"Surf"
"Swing",2017,"Female",319.433333333333,"Adult",0,2.95601416365779e-06,"Swing"
"Swing",2017,"Female",72.7,"Juvenile",0,1.05258587994744e-05,"Swing"
"Sylvester",2017,"Male",296.666666666667,"Juvenile",0,3.79170853334167e-06,"Sylvester"
"Tear",2017,"Female",291,"Adult",0,3.54699185637412e-05,"Tear"
"Tear",2017,"Female",35,"Juvenile",0,5.99483303650163e-05,"Tear"
"Tiger",2017,"Male",213.5,"Juvenile",0,0.00013281007004475,"Tiger"
"Tipper",2017,"Female",2121,"Adult",0,2.15361432396281e-05,"Tipper"
"Tobin",2017,"Male",896.779661016949,"Adult",0,0,"Tobin"
"Tonina",2017,"Female",469.818181818182,"Juvenile",0,0,"Tonina"
"Toothless",2017,"Male",19.5,"Juvenile",0,0.000239347260585319,"Toothless"
"Tulip",2017,"Female",1795.025,"Juvenile",0,3.1381337918175e-05,"Tulip"
"Tyler",2017,"Male",989.5,"Adult",0,1.84256458648115e-06,"Tyler"
"Uli",2017,"Female",157.4,"Juvenile",0,8.6383042213395e-07,"Uli"
"Umbrella",2017,"Male",266.454545454545,"Adult",0,0.000182784997010945,"Umbrella"
"Universe",2017,"Female",93.8181818181818,"Adult",0,1.28585826418592e-08,"Universe"
"Vernon",2017,"Male",239.428571428571,"Adult",0,0.000464272369139833,"Vernon"
"Violet",2017,"Female",2218.63716814159,"Adult",0,0.000142440546534842,"Violet"
"Walnut",2017,"Male",202.785714285714,"Juvenile",0,6.59168676477883e-05,"Walnut"
"Wednesday",2017,"Female",33,"Juvenile",0,1.74306259507665e-05,"Wednesday"
"Wendy",2017,"Female",334.714285714286,"Juvenile",0,6.94679862488655e-05,"Wendy"
"Winnie",2017,"Female",950.505494505495,"Adult",0,0.000262052504431121,"Winnie"
"Wolverine",2017,"Male",820.625,"Adult",0,0.000318048147366306,"Wolverine"
"Woombat",2017,"Female",909.924528301887,"Juvenile",0,0.000242806625610264,"Woombat"
"Yanny",2017,"Female",33.8333333333333,"Juvenile",0,0.000197895824407169,"Yanny"
"Yoda",2017,"Male",162.526315789474,"Adult",0,0.000255541226983845,"Yoda"
"Zoom",2017,"Male",233.625,"Adult",0,0.00016570253303312,"Zoom"
"Zoom",2017,"Male",27,"Juvenile",0,0.000590780942485697,"Zoom"
"Abuela",2018,"Female",1190.37209302326,"Juvenile",0,0.000251322738779978,"Abuela"
"Africa",2018,"Male",2088.64367816092,"Adult",0,5.88822572103838e-05,"Africa"
"Agnes",2018,"Female",1431,"Juvenile",0,0.00016649419242795,"Agnes"
"Albus",2018,"Male",618.606060606061,"Adult",0,0.000284536800649059,"Albus"
"Aliona",2018,"Female",1308.95774647887,"Juvenile",0,9.04226962730234e-06,"Aliona"
"Alisha",2018,"Female",17,"Juvenile",0,6.98406578407382e-05,"Alisha"
"Aloe",2018,"Male",612.405405405405,"Adult",0,5.91931628643368e-05,"Aloe"
"Aloha",2018,"Female",408,"Juvenile",0,2.98445115379105e-05,"Aloha"
"Alvy",2018,"Male",243.857142857143,"Juvenile",0,0.000170073068771134,"Alvy"
"Amira",2018,"Female",181.75,"Adult",0,0.000240333589201775,"Amira"
"Anakin",2018,"Male",229.588235294118,"Juvenile",0,0.000244513022448473,"Anakin"
"Ansell",2018,"Male",383.022222222222,"Adult",0,8.23167478600661e-05,"Ansell"
"Ariel",2018,"Female",283,"Juvenile",0,4.33621005843304e-05,"Ariel"
"Arlo",2018,"Male",362.5,"Adult",0,7.19407260036399e-05,"Arlo"
"Arlo",2018,"Male",172,"Juvenile",0,3.15753227168131e-05,"Arlo"
"Arrow",2018,"Male",256.787878787879,"Juvenile",0,0.000151790920802106,"Arrow"
"Ava",2018,"Female",42.0714285714286,"Adult",0,2.25155803879055e-05,"Ava"
"Azure",2018,"Female",218.666666666667,"Juvenile",0,7.65211436761064e-05,"Azure"
"BadDog",2018,"Male",190.083333333333,"Juvenile",0,0.000177932981780777,"BadDog"
"Bamboo",2018,"Female",433.59375,"Adult",0,0.000177132539295441,"Bamboo"
"Bamboo",2018,"Female",650.027027027027,"Adult",1,0.000269119177324805,"Bamboo"
"Barret",2018,"Male",407.311111111111,"Juvenile",0,2.00373045169369e-05,"Barret"
"Barron",2018,"Male",2509.10714285714,"Adult",1,0.000357165183225746,"Barron"
"Bashful",2018,"Male",444.214285714286,"Adult",0,8.30681816840944e-05,"Bashful"
"Basil",2018,"Female",583.6,"Juvenile",0,3.19192174044349e-05,"Basil"
"Batholomew",2018,"Male",429.727272727273,"Adult",0,9.56659970021507e-06,"Batholomew"
"Batholomew",2018,"Male",585.2,"Adult",1,2.41380434357159e-05,"Batholomew"
"Bec",2018,"Female",2105.5,"Adult",0,4.51609102894763e-05,"Bec"
"Beetroot",2018,"Female",604.652173913043,"Juvenile",0,5.99519733993062e-05,"Beetroot"
"Ben",2018,"Male",1266.8,"Adult",1,0.000117821723724536,"Ben"
"Bernat",2018,"Male",795.301886792453,"Adult",0,0.000200224719339044,"Bernat"
"Bernice",2018,"Female",253.4,"Adult",0,4.68076169956663e-05,"Bernice"
"Betty",2018,"Female",399.75,"Adult",0,3.41545497327061e-05,"Betty"
"Betty",2018,"Female",143.333333333333,"Juvenile",0,5.90964653652084e-05,"Betty"
"Bev",2018,"Female",1326.46078431373,"Juvenile",0,4.19328404855702e-05,"Bev"
"Birdman",2018,"Male",5,"Juvenile",0,2.33794655698087e-05,"Birdman"
"Blab",2018,"Female",1377,"Adult",0,7.58359666807108e-05,"Blab"
"Boo",2018,"Female",273,"Adult",0,0.000298948377600336,"Boo"
"Boo",2018,"Female",207.933333333333,"Juvenile",0,0.000278922553064493,"Boo"
"Borinot",2018,"Female",367.708333333333,"Adult",0,8.3783780169291e-05,"Borinot"
"Bowie",2018,"Male",394.764705882353,"Adult",0,4.39666103138976e-05,"Bowie"
"Brave",2018,"Female",1296,"Juvenile",0,0.000161108931305589,"Brave"
"Briggs",2018,"Male",332.777777777778,"Adult",0,7.66963201412403e-05,"Briggs"
"Bruixa",2018,"Female",473.441558441558,"Juvenile",0,3.86761784660429e-05,"Bruixa"
"Bulma",2018,"Female",668.283333333333,"Juvenile",0,0.000163572419733974,"Bulma"
"Bushrat",2018,"Female",386.352941176471,"Adult",0,0.000143493805188794,"Bushrat"
"Bushrat",2018,"Female",527.176470588235,"Adult",1,0.000247574574703903,"Bushrat"
"Buttons",2018,"Female",240.333333333333,"Juvenile",0,0.000196482283340806,"Buttons"
"Cactus",2018,"Male",595.470588235294,"Juvenile",0,3.97581301237752e-05,"Cactus"
"Callie",2018,"Female",356.714285714286,"Juvenile",0,0.00018185356070053,"Callie"
"Carlton",2018,"Male",156.7,"Adult",0,0.000176305793734535,"Carlton"
"Cashew",2018,"Male",2470.59259259259,"Adult",1,0.000202335921345607,"Cashew"
"Celest",2018,"Female",253,"Adult",0,3.45767997665675e-06,"Celest"
"Chameleon",2018,"Male",103,"Juvenile",0,0.000127529504406472,"Chameleon"
"Cheesecake",2018,"Female",221.533333333333,"Juvenile",0,6.70131671298224e-05,"Cheesecake"
"Chenille",2018,"Male",126,"Juvenile",0,0.000211186639664921,"Chenille"
"Cheyenne",2018,"Female",139.176470588235,"Juvenile",0,0.00022380469639018,"Cheyenne"
"Chickpea",2018,"Female",1047.71428571429,"Adult",0,4.59374520420972e-05,"Chickpea"
"Chihiro",2018,"Female",630.457627118644,"Juvenile",0,0.000128768684754717,"Chihiro"
"Chili",2018,"Male",523,"Adult",0,0.000187769734736412,"Chili"
"Chocolate",2018,"Male",563.921875,"Juvenile",0,4.77515424958842e-05,"Chocolate"
"Cinderella",2018,"Female",529.846153846154,"Adult",0,9.38501791354517e-05,"Cinderella"
"Cisco",2018,"Male",230.75,"Adult",0,4.09322132649393e-05,"Cisco"
"Claudetta",2018,"Female",32.3333333333333,"Juvenile",0,2.03684054029902e-07,"Claudetta"
"Clover",2018,"Male",2629.21739130435,"Adult",1,0.000194643376309283,"Clover"
"Coke",2018,"Male",1933.27272727273,"Adult",0,8.258712273424e-07,"Coke"
"Constantine",2018,"Male",12,"Juvenile",0,5.90796605031939e-05,"Constantine"
"Constellation",2018,"Female",316.813953488372,"Adult",0,9.21543284963216e-05,"Constellation"
"Constellation",2018,"Female",71.8285714285714,"Juvenile",0,9.92565940113166e-07,"Constellation"
"Consuela",2018,"Female",2102.55056179775,"Adult",0,4.83803523961152e-05,"Consuela"
"Copepod",2018,"Female",435.723404255319,"Juvenile",0,0.000126700884838132,"Copepod"
"Coralie",2018,"Female",494.142857142857,"Juvenile",0,0.000310400523325505,"Coralie"
"Coralie",2018,"Female",648.333333333333,"Juvenile",1,0.000216991866327542,"Coralie"
"Cozmo",2018,"Male",470.704918032787,"Juvenile",0,0.000129620156475536,"Cozmo"
"Cozmo",2018,"Male",620.416666666667,"Juvenile",1,0.000178147316938074,"Cozmo"
"Craggy",2018,"Female",414.25,"Juvenile",0,2.61301266467276e-05,"Craggy"
"Crayola",2018,"Female",2109.12,"Juvenile",0,7.56988165173649e-05,"Crayola"
"Croc",2018,"Male",281,"Adult",0,7.43474068505307e-05,"Croc"
"Croc",2018,"Male",50.4,"Juvenile",0,3.49214888028244e-06,"Croc"
"Crumpets",2018,"Male",231.121212121212,"Juvenile",0,8.36387593656296e-05,"Crumpets"
"Crystal",2018,"Female",390.022222222222,"Juvenile",0,8.17794223937912e-05,"Crystal"
"Cuddles",2018,"Female",1996.28571428571,"Adult",0,0.000160875340952307,"Cuddles"
"Custard",2018,"Female",151.4,"Juvenile",0,1.26652297518428e-05,"Custard"
"Dan",2018,"Male",2109.36666666667,"Juvenile",0,0.000289323143781771,"Dan"
"Dan",2018,"Male",2274.07692307692,"Juvenile",1,0.000329615653704125,"Dan"
"Daredevil",2018,"Male",262.8,"Adult",0,0.000137688955561342,"Daredevil"
"Deacon",2018,"Male",185.640625,"Juvenile",0,0.000259275513328309,"Deacon"
"Declan",2018,"Male",448.561403508772,"Adult",0,0.00016053177048718,"Declan"
"Delilah",2018,"Female",2083.45360824742,"Juvenile",0,0.000126576084670294,"Delilah"
"Desmond",2018,"Female",140.703703703704,"Juvenile",0,3.50739334176041e-05,"Desmond"
"Dodie",2018,"Female",285,"Juvenile",0,3.86346116703669e-05,"Dodie"
"Dolenta",2018,"Female",991.384615384615,"Juvenile",0,0.000110998542583085,"Dolenta"
"Doreen",2018,"Female",278.75,"Juvenile",0,9.31880751508684e-05,"Doreen"
"Dots",2018,"Male",167.75,"Juvenile",0,4.74297685998748e-05,"Dots"
"Dots",2018,"Male",298.875,"Juvenile",1,6.66100418380024e-05,"Dots"
"Dre",2018,"Male",2631.48275862069,"Adult",0,3.75027678248022e-05,"Dre"
"Drogo",2018,"Male",2653.94,"Juvenile",1,9.05278953846911e-05,"Drogo"
"Droplet",2018,"Female",236.527777777778,"Juvenile",0,1.21773221369718e-05,"Droplet"
"Dune",2018,"Female",773.41095890411,"Juvenile",0,5.04332935461071e-05,"Dune"
"Dylan",2018,"Male",504.915254237288,"Juvenile",0,0.000200089019017587,"Dylan"
"Elaine",2018,"Female",2116.21875,"Adult",0,5.23544218239584e-05,"Elaine"
"Ellen",2018,"Female",1392.77777777778,"Juvenile",0,6.83897256016857e-05,"Ellen"
"Elowen",2018,"Female",1205.2375,"Juvenile",0,0.000119419777061198,"Elowen"
"Emerald",2018,"Female",1275.29032258065,"Adult",0,9.59962241601044e-06,"Emerald"
"End",2018,"Male",445.7,"Juvenile",0,0.000243022716803526,"End"
"Ente",2018,"Male",1940.5,"Adult",0,0.000192247882177897,"Ente"
"Erin",2018,"Female",1960.4606741573,"Juvenile",0,0.00032379664133782,"Erin"
"Erin",2018,"Female",2149.14285714286,"Juvenile",1,0.000321400327229209,"Erin"
"Ethel",2018,"Female",2641.77142857143,"Adult",0,0.000204313413658529,"Ethel"
"Everett",2018,"Male",448.070588235294,"Juvenile",0,0.000284701432455641,"Everett"
"Evi",2018,"Female",1384.39285714286,"Adult",0,0.000298840216706088,"Evi"
"Fedora",2018,"Female",303.258064516129,"Juvenile",0,1.11395729495502e-05,"Fedora"
"Finn",2018,"Male",417.486486486487,"Juvenile",0,3.86734048553335e-05,"Finn"
"Fitz",2018,"Male",8,"Juvenile",0,0.000181280282494367,"Fitz"
"Flirty",2018,"Female",1369.28,"Juvenile",0,0.000112768841988826,"Flirty"
"Flounder",2018,"Male",537.987951807229,"Adult",0,0.00021373161103247,"Flounder"
"Flynn",2018,"Male",275.894736842105,"Adult",0,0.000236133472073835,"Flynn"
"Flynn",2018,"Male",64.3125,"Juvenile",0,0.000232611847682764,"Flynn"
"Francine",2018,"Female",2081.67256637168,"Adult",0,4.79611137016158e-05,"Francine"
"Gaga",2018,"Male",2050.74285714286,"Adult",0,3.21719484626492e-05,"Gaga"
"Gallion",2018,"Male",2010.66666666667,"Adult",0,1.25969011640379e-05,"Gallion"
"Gepetto",2018,"Male",470.0625,"Adult",0,0.000102112791862014,"Gepetto"
"Gideon",2018,"Male",178.827586206897,"Juvenile",0,0.000134264505740229,"Gideon"
"Ginger",2018,"Female",152.833333333333,"Juvenile",0,7.07601125848869e-05,"Ginger"
"Glordarina",2018,"Female",468.632653061225,"Juvenile",0,3.76518848333704e-05,"Glordarina"
"Goat",2018,"Female",286.806451612903,"Adult",0,5.38268782192685e-05,"Goat"
"Goblin",2018,"Female",618.5,"Juvenile",0,0.000214955792406192,"Goblin"
"Gordon",2018,"Male",144.555555555556,"Adult",0,0.000227958927921281,"Gordon"
"Gordon",2018,"Male",307,"Adult",1,0.000181322341295523,"Gordon"
"Granit",2018,"Female",575.865671641791,"Juvenile",0,0.000218108639994532,"Granit"
"Gretel",2018,"Female",2631.63917525773,"Adult",0,0.000158456789332268,"Gretel"
"Grey",2018,"Female",226.171428571429,"Juvenile",0,0.000161254872873816,"Grey"
"Grimm",2018,"Male",288,"Adult",0,0.000209527589315403,"Grimm"
"Grimm",2018,"Male",63.3684210526316,"Juvenile",0,0.000193203773980244,"Grimm"
"Groot",2018,"Female",278.863636363636,"Adult",0,0.000317602017988183,"Groot"
"Groot",2018,"Female",45.8,"Juvenile",0,0.000224776990852002,"Groot"
"Gungadin",2018,"Male",443.415584415584,"Adult",0,0.000133164112565076,"Gungadin"
"Hakuna",2018,"Female",1372.07142857143,"Adult",0,0.000258602536824835,"Hakuna"
"Hakuna",2018,"Female",1547.69230769231,"Adult",1,0.000259626384785263,"Hakuna"
"Harvard",2018,"Male",1882,"Adult",0,1.98115736119194e-05,"Harvard"
"Hawkeye",2018,"Male",282.833333333333,"Adult",0,5.5216836829457e-05,"Hawkeye"
"Hawkeye",2018,"Male",44,"Juvenile",0,0.000171845549326357,"Hawkeye"
"Hazelnut",2018,"Female",192.3,"Juvenile",0,0.00011189753725847,"Hazelnut"
"Hazza",2018,"Male",1692.63888888889,"Juvenile",0,0.000119471208470569,"Hazza"
"Hedwig",2018,"Female",244.6875,"Adult",0,0.000165257998937324,"Hedwig"
"Hilliary",2018,"Female",162,"Juvenile",0,0.000241125676627304,"Hilliary"
"Hippo",2018,"Male",2075.76923076923,"Juvenile",0,0.00016294359207575,"Hippo"
"Hippo",2018,"Male",2269.07692307692,"Juvenile",1,0.000238270474272318,"Hippo"
"IronFist",2018,"Male",266.6,"Adult",0,8.08790806194375e-05,"IronFist"
"IronFist",2018,"Male",46.3333333333333,"Juvenile",0,2.57461677765662e-07,"IronFist"
"Isidor",2018,"Male",423.647058823529,"Adult",0,3.22211495248023e-05,"Isidor"
"Ivy",2018,"Female",2629.94690265487,"Adult",0,0.000109981229802225,"Ivy"
"Jafar",2018,"Male",846.573770491803,"Adult",0,0.00027512125081144,"Jafar"
"Jafar",2018,"Male",1003.11111111111,"Adult",1,0.000187099288171177,"Jafar"
